Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn,Predicted_Churn,Churn_Probability
12690-TAM,Female,54,No,Tamil Nadu,10,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.19999695,1046.099976,7.389999866,120,153.0,1311.709961,Churned,Price,Price too high,1,1,0.8884825711630714
12728-AND,Female,28,Yes,Andhra Pradesh,2,13,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.30000305,324.2000122,0.0,0,154.9600067,479.1600037,Stayed,Others,Others,0,1,0.5799457919059834
12736-ASS,Female,62,No,Assam,10,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.34999847,69.34999847,0.0,0,22.03000069,91.37999725,Churned,Attitude,Attitude of service provider,1,1,0.9991747375508505
12808-MAH,Male,70,Yes,Maharashtra,4,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.8000031,2660.199951,0.0,0,912.5,3572.699951,Churned,Price,Price too high,1,1,0.6579307368616972
12842-TAM,Female,26,Yes,Tamil Nadu,11,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1500015,385.8999939,0.0,0,38.24000168,424.1400146,Churned,Competitor,Competitor had better devices,1,1,0.8918053862195255
13005-HAR,Male,69,No,Haryana,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.44999695,5224.350098,0.0,140,3008.939941,8373.290039,Churned,Attitude,Attitude of support person,1,1,0.5618590101578146
13079-JAM,Female,19,No,Jammu & Kashmir,10,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.40000153,788.5999756,0.0,0,319.0499878,1107.650024,Stayed,Others,Others,0,1,0.7511921892273391
13086-KAR,Female,29,No,Karnataka,14,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.09999847,45.09999847,0.0,0,11.06000042,56.15999985,Churned,Other,Don't know,1,1,0.9906868314663789
13096-AND,Male,53,Yes,Andhra Pradesh,8,32,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.34999847,2757.850098,0.0,40,669.5700073,3467.419922,Churned,Price,Price too high,1,1,0.714885526438838
13179-MAD,Male,80,Yes,Madhya Pradesh,8,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.5999756,0.0,0,284.1000061,844.7000122,Churned,Attitude,Attitude of support person,1,1,0.8391166360773892
13183-JAM,Female,70,No,Jammu & Kashmir,5,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.149902,0.0,0,461.5,2657.649902,Churned,Competitor,Competitor had better devices,1,1,0.8496889485328328
13203-RAJ,Female,49,Yes,Rajasthan,10,20,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05000305,1679.400024,38.65000153,0,133.5599976,1774.310059,Stayed,Others,Others,0,1,0.565989509726149
13318-AND,Male,45,No,Andhra Pradesh,11,25,Deal 5,No,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35000038,31.35000038,0.0,80,0.0,111.3499985,Churned,Attitude,Attitude of service provider,1,1,0.9758329322036161
13495-BIH,Male,70,Yes,Bihar,5,4,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55000305,1422.650024,0.0,0,89.63999939,1512.290039,Churned,Attitude,Attitude of support person,1,1,0.830852967234419
13542-UTT,Male,71,Yes,Uttar Pradesh,11,20,,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1999969,6851.649902,0.0,0,1450.439941,8302.089844,Churned,Competitor,Competitor offered more data,1,1,0.7659789794574491
13561-JHA,Male,52,No,Jharkhand,6,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.29999924,45.29999924,0.0,0,34.36999893,79.66999817,Churned,Dissatisfaction,Poor expertise of online support,1,1,0.9952858727941494
13621-JAM,Male,67,No,Jammu & Kashmir,4,8,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15000153,2277.649902,0.0,0,236.3399963,2513.98999,Churned,Other,Don't know,1,1,0.7813450245650095
13654-BIH,Female,33,No,Bihar,10,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.699951,0.0,0,313.8200073,1615.52002,Churned,Price,Lack of affordable download/upload speed,1,1,0.6462280523942023
13664-TAM,Female,44,Yes,Tamil Nadu,5,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.97999954,99.23000336,Churned,Dissatisfaction,Service dissatisfaction,1,1,0.9983620646293248
13685-PUN,Male,25,Yes,Punjab,5,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.0500031,3480.0,0.0,20,785.0599976,4285.060059,Churned,Dissatisfaction,Poor expertise of online support,1,1,0.7136654247264147
13703-TEL,Male,36,Yes,Telangana,5,20,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,438.0,0.0,0,127.3799973,565.3800049,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.8091443392524446
13717-UTT,Male,56,Yes,Uttar Pradesh,15,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.94999695,351.5,0.0,0,93.25,444.75,Stayed,Others,Others,0,1,0.6206236213622423
13745-UTT,Female,38,Yes,Uttar Pradesh,0,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,68.5,0.0,0,30.62000084,99.12000275,Churned,Competitor,Competitor offered more data,1,1,0.9903394025576242
13793-WES,Female,26,Yes,West Bengal,10,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.1500015,5743.049805,0.0,0,583.5499878,6326.600098,Churned,Competitor,Competitor had better devices,1,1,0.5076061667400134
13795-DEL,Female,77,No,Delhi,3,4,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4000015,5749.799805,0.0,0,2745.719971,8495.519531,Stayed,Others,Others,0,1,0.5730481207843998
13829-PUN,Female,34,Yes,Punjab,12,26,,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,0,0.0,30.5,Churned,Attitude,Attitude of service provider,1,1,0.8750207945643951
13973-WES,Female,66,Yes,West Bengal,2,11,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05000305,3444.850098,0.0,0,230.0,3674.850098,Churned,Dissatisfaction,Poor expertise of online support,1,1,0.8306119436918104
14010-GUJ,Female,30,No,Gujarat,9,26,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,2369.050049,19.5,0,1210.5,3560.050049,Churned,Competitor,Competitor offered more data,1,1,0.719201500743721
14078-MAH,Female,28,Yes,Maharashtra,6,18,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85000038,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,1,1,0.76647153262576
14158-MAH,Male,60,No,Maharashtra,9,33,,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,58.90000153,0.0,0,0.0,58.90000153,Churned,Competitor,Competitor had better devices,1,1,0.9617069524068788
14178-MAH,Male,82,Yes,Maharashtra,0,7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.100098,0.0,0,597.960022,4034.060059,Churned,Price,Lack of affordable download/upload speed,1,1,0.784353920030395
14268-UTT,Male,68,Yes,Uttar Pradesh,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.81999969,114.8199997,Churned,Competitor,Competitor made better offer,1,1,0.9961181558873453
14277-GUJ,Female,33,Yes,Gujarat,14,1,,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.90000153,454.1499939,0.0,0,207.8500061,662.0,Churned,Competitor,Competitor offered higher download speeds,1,1,0.6170814293264709
14291-PUN,Female,40,No,Punjab,6,33,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.40000153,44.40000153,0.0,0,32.43999863,76.83999634,Churned,Competitor,Competitor had better devices,1,1,0.985247425746309
14301-HAR,Female,38,Yes,Haryana,3,15,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.5999985,4594.950195,0.0,0,205.4100037,4800.359863,Churned,Price,Extra data charges,1,1,0.5312520663189302
14319-TAM,Male,69,Yes,Tamil Nadu,13,15,Deal 5,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.79999924,55.79999924,0.0,0,26.21999931,82.01999664,Churned,Dissatisfaction,Service dissatisfaction,1,1,0.9472819996144802
14373-RAJ,Male,69,Yes,Rajasthan,4,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.84999847,80.84999847,0.0,0,14.90999985,95.76000214,Churned,Competitor,Competitor had better devices,1,1,0.9966654920598436
14446-JAM,Female,73,Yes,Jammu & Kashmir,13,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.34999847,334.7999878,0.0,0,228.8000031,563.5999756,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.8440991633573676
14583-DEL,Female,33,Yes,Delhi,6,24,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65000153,1244.5,0.0,0,221.2599945,1465.76001,Churned,Competitor,Competitor made better offer,1,1,0.5919207922735638
14622-PUN,Female,49,Yes,Punjab,9,15,,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,163.5500031,0.0,0,0.0,163.5500031,Stayed,Others,Others,0,1,0.5093711068691842
14654-MAH,Female,66,Yes,Maharashtra,2,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55000305,622.9000244,33.25,0,158.0399933,747.6900024,Churned,Competitor,Competitor had better devices,1,1,0.8583708346824455
14658-RAJ,Female,65,No,Rajasthan,12,24,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55000305,1329.150024,0.0,0,384.3699951,1713.52002,Stayed,Others,Others,0,1,0.7973571069621525
14698-PUN,Male,25,No,Punjab,4,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.90000153,89.90000153,0.0,0,32.84999847,122.75,Churned,Other,Don't know,1,1,0.989812058271326
14706-TAM,Female,53,No,Tamil Nadu,13,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.94999695,529.5,0.0,0,247.9400024,777.4400024,Churned,Dissatisfaction,Poor expertise of online support,1,1,0.8083843550648332
14750-KAR,Female,77,Yes,Karnataka,15,31,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.09999847,713.5999756,0.0,0,312.0799866,1025.680054,Stayed,Others,Others,0,1,0.6424903610669775
14769-GUJ,Female,59,Yes,Gujarat,13,31,,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85000038,75.59999847,0.0,0,0.0,75.59999847,Churned,Other,Don't know,1,1,0.901310941666288
14782-AND,Female,21,Yes,Andhra Pradesh,3,10,,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.54999924,20.54999924,0.0,0,37.91999817,58.47000122,Churned,Attitude,Attitude of support person,1,1,0.8690948655839699
14825-WES,Male,48,Yes,West Bengal,12,17,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.34999847,4338.600098,0.0,90,2502.76001,6931.359863,Churned,Attitude,Attitude of support person,1,1,0.5558272906362525
14850-PUN,Female,37,No,Punjab,7,15,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.84999847,1776.949951,0.0,0,656.8200073,2433.77002,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.7020589679968258
14871-KER,Male,30,No,Kerala,6,34,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140,327.0400085,1950.290039,Churned,Competitor,Competitor offered higher download speeds,1,1,0.6279980568871227
14925-UTT,Male,49,Yes,Uttar Pradesh,9,33,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.3499985,4849.100098,0.0,0,683.3800049,5532.47998,Stayed,Others,Others,0,1,0.5323519956393079
14941-MAH,Female,43,Yes,Maharashtra,2,30,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.650024,48.25,0,436.019989,1499.420044,Churned,Competitor,Competitor had better devices,1,1,0.7331976354952973
14952-DEL,Male,82,No,Delhi,10,33,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.1499939,2417.899902,Churned,Competitor,Competitor made better offer,1,1,0.8297720626132725
15010-KER,Female,39,Yes,Kerala,10,30,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.44999695,0.0,30,34.5,160.9499969,Churned,Competitor,Competitor had better devices,1,1,0.9502594771629711
